## Skjema
Kartlegger	Transekt	Tid	Dato	East	North	Dybde	Bunnforhold	Rekke	Klasse	Orden	Familie	Art (latin)	Norsk navn	Antall	Morfotype_svamp	Naturtype
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0483514764028	66.1443177256101	40.158017	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	3	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_103	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-13_104	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0473228248791	66.1455963371106	44.875293	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-13_106	16:30:03	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_135	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_135	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_135	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_135	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_135	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_134	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	6	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	3	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	3	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	3	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_133	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_132	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_132	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_132	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	8	4	
Åkerblå AS	segment_T01-10_132	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	9	4	
Åkerblå AS	segment_T01-10_132	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	6	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	6	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	1	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	15	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	9	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	11	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_130	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	4	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	1	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	5	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	2	4	
Åkerblå AS	segment_T01-10_129	14:31:26	2024-07-04 00:00:00	12.0456473161655	66.1543126515207	25.7	fast fjell og store blokker: > 630 mm (FF)	Porifera					Svamp	3	4	
